"time","ax","ay","az","a_mag"
4.498173490E-1,2.430509567E0,3.508476257E0,6.729813576E0,7.969138797E0
4.523623490E-1,2.397010088E0,3.532404423E0,6.571887493E0,7.836660232E0
4.549073490E-1,2.440080881E0,3.522833109E0,6.375676155E0,7.682030607E0
4.574523490E-1,2.483151674E0,3.522833109E0,6.279963017E0,7.616713913E0
4.599973490E-1,2.559721947E0,3.484548092E0,6.169893265E0,7.534045046E0
4.625423490E-1,2.675175667E0,3.503690481E0,6.222535133E0,7.625769163E0
4.650873490E-1,2.842673302E0,3.484548092E0,6.251249313E0,7.700713271E0
4.676323490E-1,3.034099102E0,3.546761274E0,6.279963017E0,7.824526081E0
4.701773490E-1,3.297309637E0,3.608974695E0,6.337390900E0,8.003716175E0
4.727223490E-1,3.287738323E0,3.886542082E0,6.466603279E0,8.229908299E0
4.752673490E-1,2.971885681E0,4.600201607E0,6.658029079E0,8.621096830E0
4.778123490E-1,2.794816732E0,5.030909538E0,6.787839413E0,8.899203068E0
4.803573490E-1,2.823530674E0,4.815555573E0,6.653243542E0,8.684903601E0
4.829023490E-1,2.828316450E0,4.585844517E0,6.524031162E0,8.461224881E0
4.854473490E-1,2.837887764E0,4.255036831E0,6.461817741E0,8.240997143E0
4.879923490E-1,2.909672260E0,3.934398651E0,6.342176437E0,8.010548506E0
4.905373490E-1,3.105883837E0,3.690330744E0,6.189035892E0,7.846605679E0
4.930823490E-1,3.345165968E0,3.407977581E0,6.093322754E0,7.741642508E0
4.956273490E-1,3.647259951E0,3.129812002E0,5.983253002E0,7.674473585E0
4.981723490E-1,3.848257065E0,2.852244616E0,6.016752720E0,7.690623842E0
5.007173490E-1,4.058825493E0,2.627319336E0,6.150750637E0,7.823592824E0
5.032623490E-1,4.341178417E0,2.455035925E0,6.275177479E0,8.015664903E0
5.058073490E-1,4.542175770E0,2.364108801E0,6.552744865E0,8.316179196E0
5.083523490E-1,4.786841869E0,2.205584288E0,6.811768055E0,8.612702315E0
5.108973490E-1,5.016552448E0,2.133799553E0,7.065407276E0,8.924061798E0
5.134423490E-1,5.179264545E0,2.071586132E0,7.362117290E0,9.236721352E0
5.159873490E-1,5.332405090E0,1.923231244E0,7.620542049E0,9.497685170E0
5.185347970E-1,5.461617470E0,1.837089539E0,7.817351341E0,9.711598496E0
5.210720360E-1,5.519045353E0,1.722234130E0,7.927421570E0,9.811725880E0
5.236092760E-1,5.571687698E0,1.578664780E0,8.056633949E0,9.921957311E0
5.261465150E-1,5.581258774E0,1.506880045E0,8.228917122E0,1.005665024E1
5.286837550E-1,5.562116146E0,1.415952802E0,8.386843681E0,1.016273611E1
5.312287550E-1,5.557330608E0,1.387238979E0,8.616554260E0,1.034665950E1
5.337733380E-1,5.519045353E0,1.363310695E0,8.717052460E0,1.040699194E1
5.363109420E-1,5.504688263E0,1.353739381E0,8.866005898E0,1.052332000E1
5.388485470E-1,5.423332691E0,1.401595831E0,8.990432739E0,1.059268093E1
5.413861510E-1,5.279763222E0,1.459023595E0,9.138788223E0,1.065467502E1
5.439237550E-1,5.227120876E0,1.540379524E0,9.315856934E0,1.079262490E1
5.464614110E-1,5.140979290E0,1.650449395E0,9.492925644E0,1.092104796E1
5.489990150E-1,5.069194794E0,1.760519266E0,9.612566948E0,1.100897848E1
5.515483900E-1,4.987838745E0,1.880160451E0,9.760921478E0,1.112156135E1
5.540863070E-1,4.949553490E0,1.928016901E0,9.861420631E0,1.120102432E1
5.566241720E-1,4.939982414E0,1.908874273E0,9.905089378E0,1.123200885E1
5.591620880E-1,4.896911621E0,1.856232166E0,9.957731247E0,1.125085565E1
5.617000050E-1,4.858626366E0,1.856232166E0,9.972088814E0,1.124697307E1
5.642379220E-1,4.858626366E0,1.798804402E0,9.962516785E0,1.122914459E1
5.667758380E-1,4.834698200E0,1.727019787E0,9.967302322E0,1.121178039E1
5.693137030E-1,4.782055855E0,1.583450437E0,9.986445427E0,1.118501076E1
5.718587030E-1,4.777270317E0,1.502094388E0,1.003430176E1,1.121453570E1
5.744037030E-1,4.633102894E0,1.387238979E0,9.962516785E0,1.107437651E1
5.769487030E-1,4.269393921E0,1.180858016E0,9.751350403E0,1.071032141E1
5.794937030E-1,4.140181541E0,9.750752449E-1,9.507282257E0,1.041538722E1
5.820387030E-1,4.077968121E0,8.889335990E-1,9.468997002E0,1.034803997E1
5.845837030E-1,4.101896286E0,8.315058947E-1,9.483354568E0,1.036585593E1
5.871287030E-1,4.073182583E0,8.219345808E-1,9.473783493E0,1.034499717E1
5.896746400E-1,4.025325775E0,7.692924738E-1,9.454640388E0,1.030462437E1
5.921738070E-1,3.977469444E0,6.975077987E-1,9.311071396E0,1.014903103E1
5.947119320E-1,3.963112593E0,6.209374666E-1,9.201001167E0,1.003744227E1
5.972500570E-1,3.939184189E0,5.395814776E-1,9.143573761E0,9.970619909E0
5.997881820E-1,3.915256023E0,4.438686073E-1,9.110074043E0,9.925708949E0
6.023263590E-1,3.934398651E0,3.481557071E-1,9.162715912E0,9.977778712E0
6.048644840E-1,3.819543123E0,3.242274821E-1,9.157930374E0,9.927825636E0
6.074026090E-1,3.680759430E0,2.518445849E-1,9.100502968E0,9.819906819E0
6.099407340E-1,3.613162279E0,2.518445849E-1,9.100502968E0,9.794770116E0
6.124865150E-1,3.517449379E0,3.050848842E-1,9.038289070E0,9.703411577E0
6.150248490E-1,3.397808075E0,3.433700502E-1,9.033503532E0,9.657493918E0
6.175631820E-1,3.330809116E0,3.768695593E-1,9.023932457E0,9.626405197E0
6.201015150E-1,2.761317253E0,4.582255483E-1,8.889934540E0,9.320181315E0
6.226398490E-1,2.105085611E0,7.022934556E-1,8.769695282E0,9.046112804E0
6.251781820E-1,2.420938253E0,7.166503668E-1,8.913862228E0,9.264527489E0
6.277164630E-1,2.545365095E0,7.501499057E-1,9.033503532E0,9.415189558E0
